fpr,tpr
0.0,0.0
0.00013218770654329148,0.0
0.00013218770654329148,0.0017807173747138134
0.00026437541308658297,0.0017807173747138134
0.00026437541308658297,0.0025438819638768763
0.0003965631196298744,0.0025438819638768763
0.0003965631196298744,0.004833375731366065
0.0005287508261731659,0.004833375731366065
0.0005287508261731659,0.005596540320529127
0.0006609385327164573,0.005596540320529127
0.0006609385327164573,0.006868481302467566
0.0007931262392597488,0.006868481302467566
0.0007931262392597488,0.0071228694988552535
0.0011896893588896232,0.0071228694988552535
0.0011896893588896232,0.008649198677181379
0.0013218770654329147,0.008649198677181379
0.0013218770654329147,0.008903586873569066
0.0014540647719762062,0.008903586873569066
0.0014540647719762062,0.009157975069956754
0.0015862524785194977,0.009157975069956754
0.0015862524785194977,0.010175527855507505
0.0017184401850627892,0.010175527855507505
0.0017184401850627892,0.010429916051895192
0.0019828155981493722,0.010429916051895192
0.0019828155981493722,0.010684304248282879
0.0021150033046926637,0.010684304248282879
0.0021150033046926637,0.01170185703383363
0.0023793787177792463,0.01170185703383363
0.0023793787177792463,0.012465021622996692
0.002511566424322538,0.012465021622996692
0.002511566424322538,0.013736962604935132
0.002775941837409121,0.013736962604935132
0.002775941837409121,0.01475451539048588
0.0029081295439524124,0.01475451539048588
0.0029081295439524124,0.015772068176036633
0.003040317250495704,0.015772068176036633
0.003040317250495704,0.017298397354362758
0.003304692663582287,0.017298397354362758
0.003304692663582287,0.01780717374713813
0.0034368803701255784,0.01780717374713813
0.0034368803701255784,0.018570338336301194
0.00356906807666887,0.018570338336301194
0.00356906807666887,0.018824726532688883
0.0037012557832121614,0.018824726532688883
0.0037012557832121614,0.019587891121851945
0.004097818902842036,0.019587891121851945
0.004097818902842036,0.02035105571101501
0.0042300066093853275,0.02035105571101501
0.0042300066093853275,0.021368608496565758
0.0044943820224719105,0.021368608496565758
0.0044943820224719105,0.02238616128211651
0.004626569729015202,0.02238616128211651
0.004626569729015202,0.02314932587127957
0.004758757435558493,0.02314932587127957
0.004758757435558493,0.023912490460442637
0.004890945142101784,0.023912490460442637
0.004890945142101784,0.024166878656830322
0.005023132848645076,0.024166878656830322
0.005023132848645076,0.024930043245993384
0.005287508261731659,0.024930043245993384
0.005287508261731659,0.025947596031544135
0.00541969596827495,0.025947596031544135
0.00541969596827495,0.026710760620707198
0.005684071381361533,0.026710760620707198
0.005684071381361533,0.027219537013482575
0.006080634500991408,0.027219537013482575
0.006080634500991408,0.027982701602645637
0.006212822207534699,0.027982701602645637
0.006212822207534699,0.028491477995421014
0.006345009914077991,0.028491477995421014
0.006345009914077991,0.029000254388196388
0.006477197620621282,0.029000254388196388
0.006477197620621282,0.030526583566522512
0.006873760740251157,0.030526583566522512
0.006873760740251157,0.0307809717629102
0.007005948446794448,0.0307809717629102
0.007005948446794448,0.03103535995929789
0.00713813615333774,0.03103535995929789
0.00713813615333774,0.031289748155685575
0.007666886979510906,0.031289748155685575
0.007666886979510906,0.032561689137624014
0.0077990746860541965,0.032561689137624014
0.0077990746860541965,0.033324853726787076
0.007931262392597489,0.033324853726787076
0.007931262392597489,0.03357924192317476
0.008195637805684072,0.03357924192317476
0.008195637805684072,0.0348511829051132
0.008327825512227363,0.0348511829051132
0.008327825512227363,0.03714067667260239
0.008592200925313946,0.03714067667260239
0.008592200925313946,0.03739506486899008
0.008724388631857238,0.03739506486899008
0.008724388631857238,0.038921394047316205
0.00885657633840053,0.038921394047316205
0.00885657633840053,0.04070211142203002
0.009120951751487113,0.04070211142203002
0.009120951751487113,0.040956499618417706
0.009253139458030404,0.040956499618417706
0.009253139458030404,0.041974052403968454
0.009649702577660277,0.041974052403968454
0.009649702577660277,0.042228440600356146
0.00991407799074686,0.042228440600356146
0.00991407799074686,0.04248282879674383
0.010310641110376734,0.04248282879674383
0.010310641110376734,0.042737216993131516
0.010707204230006609,0.042737216993131516
0.010707204230006609,0.04426354617145765
0.010971579643093192,0.04426354617145765
0.010971579643093192,0.04477232256423302
0.011103767349636483,0.04477232256423302
0.011103767349636483,0.04502671076062071
0.011368142762723066,0.04502671076062071
0.011368142762723066,0.04629865174255914
0.011500330469266358,0.04629865174255914
0.011500330469266358,0.047061816331722205
0.01163251817580965,0.047061816331722205
0.01163251817580965,0.047824980920885274
0.011764705882352941,0.047824980920885274
