fpr,tpr
0.0,0.0
0.00013363624214887077,0.0
0.00013363624214887077,0.00024919013207077
0.0005345449685954831,0.00024919013207077
0.0005345449685954831,0.00124595066035385
0.0009354536950420954,0.00124595066035385
0.0009354536950420954,0.00174433092449539
0.0021381798743819323,0.00174433092449539
0.0021381798743819323,0.00224271118863693
0.002405452358679674,0.00224271118863693
0.002405452358679674,0.00274109145277847
0.0025390886008285446,0.00274109145277847
0.0025390886008285446,0.00299028158484924
0.0026727248429774153,0.00299028158484924
0.0026727248429774153,0.00373785198106155
0.002939997327275157,0.00373785198106155
0.002939997327275157,0.00423623224520309
0.003073633569424028,0.00423623224520309
0.003073633569424028,0.00448542237727386
0.003608178538019511,0.00448542237727386
0.003608178538019511,0.0049838026414154
0.004276359748763865,0.0049838026414154
0.004276359748763865,0.00573137303762771
0.00521181344380596,0.00573137303762771
0.00521181344380596,0.00598056316969848
0.005746358412401443,0.00598056316969848
0.005746358412401443,0.0062297533017692495
0.005879994654550314,0.0062297533017692495
0.005879994654550314,0.00647894343384002
0.006147267138848056,0.00647894343384002
0.006147267138848056,0.00697732369798156
0.006280903380996927,0.00697732369798156
0.006280903380996927,0.00722651383005233
0.0064145396231457975,0.00722651383005233
0.0064145396231457975,0.00772489409419387
0.006681812107443539,0.00772489409419387
0.006681812107443539,0.00797408422626464
0.0069490845917412804,0.00797408422626464
0.0069490845917412804,0.00847246449040618
0.007216357076039022,0.00847246449040618
0.007216357076039022,0.00872165462247695
0.007483629560336763,0.00872165462247695
0.007483629560336763,0.00897084475454772
0.007617265802485634,0.00897084475454772
0.007617265802485634,0.00922003488661849
0.007750902044634505,0.00922003488661849
0.007750902044634505,0.00946922501868926
0.008151810771081118,0.00946922501868926
0.008151810771081118,0.00971841515076003
0.00841908325537886,0.00971841515076003
0.00841908325537886,0.01021679541490157
0.00855271949752773,0.01021679541490157
0.00855271949752773,0.01121355594318465
0.008953628223974342,0.01121355594318465
0.008953628223974342,0.01171193620732619
0.009087264466123212,0.01171193620732619
0.009087264466123212,0.01221031647146773
0.009220900708272084,0.01221031647146773
0.009220900708272084,0.01295788686768004
0.009354536950420954,0.01295788686768004
0.009354536950420954,0.01320707699975081
0.01028999064546305,0.01320707699975081
0.01028999064546305,0.01370545726389235
0.010557263129760791,0.01370545726389235
0.010557263129760791,0.01395464739596312
0.010690899371909661,0.01395464739596312
0.010690899371909661,0.0149514079242462
0.010824535614058533,0.0149514079242462
0.010824535614058533,0.01569897832045851
0.011225444340505144,0.01569897832045851
0.011225444340505144,0.01619735858460005
0.011759989309100627,0.01619735858460005
0.011759989309100627,0.01669573884874159
0.011893625551249499,0.01669573884874159
0.011893625551249499,0.01694492898081236
0.01202726179339837,0.01694492898081236
0.01202726179339837,0.01719411911288313
0.012294534277696112,0.01719411911288313
0.012294534277696112,0.01769249937702467
0.012561806761993853,0.01769249937702467
0.012561806761993853,0.01794168950909544
0.012829079246291595,0.01794168950909544
0.012829079246291595,0.01868925990530775
0.013229987972738206,0.01868925990530775
0.013229987972738206,0.01918764016944929
0.01363089669918482,0.01918764016944929
0.01363089669918482,0.02018440069773237
0.013898169183482561,0.02018440069773237
0.013898169183482561,0.02043359082980314
0.016036349057864493,0.02043359082980314
0.016036349057864493,0.02093197109394468
0.01723907523720433,0.02093197109394468
0.01723907523720433,0.02118116122601545
0.017372711479353202,0.02118116122601545
0.017372711479353202,0.02143035135808622
0.01777362020579981,0.02143035135808622
0.01777362020579981,0.02192873162222776
0.018174528932246425,0.02192873162222776
0.018174528932246425,0.02217792175429853
0.018308165174395295,0.02217792175429853
